tickerID,IQ_COMPANY_NAME_LONG,IQ_BUS_SEG_PRIMARY_PIC_ABS,IQ_BUS_SEG_SECONDARY_PIC_ABS,IQ_BUS_SEG_PRIMARY_SIC_ABS,IQ_BUS_SEG_SECONDARY_SIC_ABS,IQ_INDUSTRY_SECTOR,IQ_INDUSTRY_GROUP,IQ_INDUSTRY,IQ_PRIMARY_INDUSTRY,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_ID,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_NAME,IQ_PRIMARY_INDUSTRY_SUBSECTOR6_ID,IQ_PRIMARY_SIC_CODE,IQ_PRIMARY_SIC_INDUSTRY,IQ_COMPANY_TYPE,IQ_PICS_CODE,IQ_BUS_SEG_NAIC_ABS
NYSE:MS,Morgan Stanley (NYSE:MS),0,0,0,0,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,7132100,Investment Banking,(Invalid Subsector ID),6211,Security brokers and dealers,Public Company,40203020,0
LSE:AZN,AstraZeneca PLC (LSE:AZN),Pharmaceuticals ,Biotechnology ,Drugs (2830),Biological products except diagnostic (2836),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121100,Pharmaceutical Products,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Pharmaceutical and Medicine Manufacturing (32541)
NYSE:LMT,Lockheed Martin Corporation (NYSE:LMT),Aerospace & Defense ,0,Aircraft and parts (3720),0,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,9551739,Aerospace and Defense Maintenance and Services,(Invalid Subsector ID),3760,Guided missiles and space vehicles and parts,Public Company,20101010,Other Aircraft Parts and Auxiliary Equipment Manufacturing (336413)
NasdaqGS:QCOM,QUALCOMM Incorporated (NasdaqGS:QCOM),Semiconductors ,Systems Software ,Semiconductors and related devices (3674),Prepackaged software (7372),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,8212200,Digital,(Invalid Subsector ID),3674,Semiconductors and related devices,Public Company,45301020,Semiconductor and Related Device Manufacturing (334413)
NYSE:AGN,Allergan plc (NYSE:AGN),Health Care Distributors ,0,"Drugs, proprietaries, and sundries (5122)",0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,6121140,Non-Prescription Drugs,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35202010,Drugs and Druggists' Sundries Merchant Wholesalers (424210)
ASX:WBC,Westpac Banking Corporation (ASX:WBC),0,0,0,0,Financials,Banks,Banks,Diversified Banks,0,0,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101010,0
NasdaqGS:TXN,Texas Instruments Incorporated (NasdaqGS:TXN),Semiconductors ,Semiconductors ,Semiconductors and related devices (3674),Semiconductors and related devices (3674),Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,8212100,Analog and Mixed Signal,(Invalid Subsector ID),3674,Semiconductors and related devices,Public Company,45301020,Semiconductor and Related Device Manufacturing (334413)
NYSE:DOW,The Dow Chemical Company (NYSE:DOW),0,0,0,0,Materials,Materials,Chemicals,Diversified Chemicals,0,0,(Invalid Subsector ID),2821,Plastics materials and resins,Public Company,15101020,0
NYSE:CVS,CVS Health Corporation (NYSE:CVS),0,0,0,0,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Drug Retail,5021100,Drug Stores and Pharmacies,(Invalid Subsector ID),5912,Drug stores and proprietary stores,Public Company,30101010,0
NYSE:ACN,Accenture plc (NYSE:ACN),IT Consulting & Other Services ,Research & Consulting Services ,Computer related services (7379),Management and public relations services (8740),Information Technology,Software and Services,IT Services,IT Consulting and Other Services,8031100,Information Technology (IT) Consulting,(Invalid Subsector ID),8742,Management consulting services,Public Company,45102010,Computer Systems Design and Related Services (5415)
NYSE:TWX,Time Warner Inc. (NYSE:TWX),Advertising ,Internet Software & Services ,Advertising agencies (7311),Information retrieval services (7375),Consumer Discretionary,Media,Media,Movies and Entertainment,4313200,Entertainment Production Companies,(Invalid Subsector ID),4888,Diversified Multi-Media,Public Company,25401030,Advertising Agencies (541810)
LSE:VOD,Vodafone Group Plc (LSE:VOD),0,0,0,0,Telecommunication Services,Telecommunication Services,Wireless Telecommunication Services,Wireless Telecommunication Services,9031200,Cellular Services,(Invalid Subsector ID),4812,Radiotelephone communications,Public Company,50102010,0
NYSE:AXP,American Express Company (NYSE:AXP),0,0,0,0,Financials,Diversified Financials,Consumer Finance,Consumer Finance,7121100,Personal Credit Agencies,(Invalid Subsector ID),6141,Personal credit institutions,Public Company,40202010,0
LSE:DGE,Diageo plc (LSE:DGE),Distillers & Vintners ,Brewers ,Distilled and blended liquors (2085),Malt beverages (2082),Consumer Staples,"Food, Beverage and Tobacco",Beverages,Distillers and Vintners,5112200,Spirits and Liquors,(Invalid Subsector ID),2085,Distilled and blended liquors,Public Company,30201020,Distilleries (312140)
TSX:BNS,The Bank of Nova Scotia (TSX:BNS),Diversified Banks ,Asset Management & Custody Banks ,Commercial banks (6029),Investment offices (6720),Financials,Banks,Banks,Diversified Banks,0,0,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101010,Commercial Banking (522110)
NYSE:DD,E. I. du Pont de Nemours and Company (NYSE:DD),Agricultural Products ,Fertilizers & Agricultural Chemicals ,Cash grains (110),Nitrogenous fertilizers (2873),Materials,Materials,Chemicals,Diversified Chemicals,0,0,(Invalid Subsector ID),2820,"Plastic material, synthetic resins, synthetic rubber, cellulose, and other manmade fibers, except glass",Public Company,15101020,Oilseed and Grain Farming (1111)
NasdaqGS:ADBE,Adobe Systems Incorporated (NasdaqGS:ADBE),Application Software ,0,Prepackaged software (7372),0,Information Technology,Software and Services,Software,Application Software,8041250,Collaboration Tools,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103010,Software Publishers (511210)
BOVESPA:ITUB4,Itaú Unibanco Holding S.A. (BOVESPA:ITUB4),Asset Management & Custody Banks ,0,Investment offices (6720),0,Financials,Banks,Banks,Diversified Banks,7012300,Foreign Banking and Branches Of Foreign Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101010,Other Financial Vehicles (525990)
NYSE:TMO,Thermo Fisher Scientific Inc. (NYSE:TMO),Electronic Equipment & Instruments ,Health Care Technology ,"Measuring, analyzing, and control instruments; photographic, medical, and optical goods; and watches and clocks (3800)",Prepackaged software (7372),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,0,0,(Invalid Subsector ID),3826,Analytical instruments,Public Company,35203010,Electromedical and Electrotherapeutic Apparatus Manufacturing (334510)
NasdaqGS:NFLX,"Netflix, Inc. (NasdaqGS:NFLX)",Internet and Direct Marketing Retail ,0,Nonstore retailers (5960),0,Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail,4422001,Online Specialty Retail,(Invalid Subsector ID),7841,Video tape rental,Public Company,25502020,Electronic Shopping (454111)
ENXTAM:INGA,ING Groep N.V. (ENXTAM:INGA),0,0,0,0,Financials,Banks,Banks,Diversified Banks,0,0,(Invalid Subsector ID),6199,Finance services,Public Company,40101010,0
NasdaqGS:PYPL,"PayPal Holdings, Inc. (NasdaqGS:PYPL)",Data Processing & Outsourced Services ,0,Business services (7389),0,Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,8021233,Internet Merchant Services,(Invalid Subsector ID),7374,Data processing and preparation,Public Company,45102020,"Data Processing, Hosting, and Related Services (518210)"
NYSE:CB,Chubb Limited (NYSE:CB),0,0,0,0,Financials,Insurance,Insurance,Property and Casualty Insurance,7214100,Casualty,(Invalid Subsector ID),6331,"Fire, marine, and casualty insurance",Public Company,40301040,0
NSEI:HDFCBANK,HDFC Bank Limited (NSEI:HDFCBANK),Diversified Banks ,0,Commercial banks (6020),0,Financials,Banks,Banks,Diversified Banks,0,0,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101010,Commercial Banking (522110)
NasdaqGS:COST,Costco Wholesale Corporation (NasdaqGS:COST),Hypermarkets & Super Centers ,"Hotels, Resorts & Cruise Lines ",Miscellaneous general merchandise stores (5399),Arrangement of passenger transportation (4720),Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Hypermarkets and Super Centers,5024100,Warehouse Clubs,(Invalid Subsector ID),5399,Miscellaneous general merchandise stores,Public Company,30101040,Warehouse Clubs and Supercenters (452910)
TSX:ENB,Enbridge Inc. (TSX:ENB),Oil & Gas Storage & Transportation ,Oil & Gas Storage & Transportation ,"Pipelines, except natural gas (4610)",Natural gas transmission (4922),Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,1033307,Natural Gas Pipelines,(Invalid Subsector ID),4924,Natural gas distribution,Public Company,10102040,Pipeline Transportation of Crude Oil (486110)
NasdaqGS:MDLZ,"Mondelez International, Inc. (NasdaqGS:MDLZ)",Packaged Foods & Meats ,Soft Drinks ,Food and kindred products (2000),Flavoring extracts and syrups (2087),Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,5122700,Bread and Bakery Products,(Invalid Subsector ID),2000,Food and kindred products,Public Company,30202030,Food Manufacturing (311)
NYSE:NEE,"NextEra Energy, Inc. (NYSE:NEE)",Renewable Electricity ,Renewable Electricity ,Electric services (4911),Electric services (4911),Utilities,Utilities,Electric Utilities,Electric Utilities,9521700,Electric Power Distribution,(Invalid Subsector ID),4911,Electric services,Public Company,55101010,Electric Power Generation (22111)
SWX:UBSG,UBS Group AG (SWX:UBSG),Diversified Banks ,Life & Health Insurance ,State commercial banks (6022),Life insurance (6311),Financials,Diversified Financials,Capital Markets,Diversified Capital Markets,0,0,(Invalid Subsector ID),6282,Investment advice,Public Company,40203030,Other Depository Credit Intermediation (522190)
NasdaqGS:BIDU,"Baidu, Inc. (NasdaqGS:BIDU)",Internet Software & Services ,Internet Software & Services ,Information retrieval services (7375),Information retrieval services (7375),Information Technology,Software and Services,Internet Software and Services,Internet Software and Services,8021200,Online Services,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45101010,"Data Processing, Hosting, and Related Services (518)"
NYSE:LOW,"Lowe's Companies, Inc. (NYSE:LOW)",Home Improvement Retail ,Internet and Direct Marketing Retail ,"Building materials, hardware, garden supply, and mobile home dealers (5200)",Nonstore retailers (5960),Consumer Discretionary,Retailing,Specialty Retail,Home Improvement Retail,4443100,Building Product and Home Supply Stores,(Invalid Subsector ID),5211,Lumber and other building materials,Public Company,25504030,Building Material and Supplies Dealers (4441)
NYSE:CL,Colgate-Palmolive Company (NYSE:CL),Packaged Foods & Meats ,Pharmaceuticals ,Prepared feeds (2048),Pharmaceutical preparations (2834),Consumer Staples,Household and Personal Products,Household Products,Household Products,5211100,Cleaning Products,(Invalid Subsector ID),2844,Toilet preparations,Public Company,30301010,Other Animal Food Manufacturing (311119)
NYSE:CAT,Caterpillar Inc. (NYSE:CAT),0,0,0,0,Industrials,Capital Goods,Machinery,Construction Machinery and Heavy Trucks,3071100,Construction Machinery and Equipment,(Invalid Subsector ID),3531,Construction machinery,Public Company,20106010,0
NYSE:CRM,"Salesforce.com, inc. (NYSE:CRM)",Application Software ,IT Consulting & Other Services ,Prepackaged software (7372),Computer related services (7379),Information Technology,Software and Services,Software,Application Software,8041350,Enterprise Software,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103010,Software Publishers (511210)
TSX:CNR,Canadian National Railway Company (TSX:CNR),Railroads ,Marine ,"Railroads, line-haul operating (4011)",Water transportation (4400),Industrials,Transportation,Road and Rail,Railroads,3241200,Railroad Transportation of Freight,(Invalid Subsector ID),4011,"Railroads, line-haul operating",Public Company,20304010,Rail Transportation (48211)
LSE:LLOY,Lloyds Banking Group plc (LSE:LLOY),Property & Casualty Insurance ,Insurance Brokers ,"Fire, marine, and casualty insurance (6331)","Insurance agents, brokers, and service (6411)",Financials,Banks,Banks,Diversified Banks,0,0,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101010,Direct Property and Casualty Insurance Carriers (524126)
NYSE:PNC,"The PNC Financial Services Group, Inc. (NYSE:PNC)",Asset Management & Custody Banks ,Investment Banking & Brokerage ,Investment offices (6720),Security brokers and dealers (6211),Financials,Banks,Banks,Regional Banks,7012200,National and State Commercial Banks,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101015,Other Financial Vehicles (525990)
ENXTAM:ASML,ASML Holding N.V. (ENXTAM:ASML),Semiconductor Equipment ,0,Special industry machinery (3559),0,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3559,Special industry machinery,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NYSE:GD,General Dynamics Corporation (NYSE:GD),Aerospace & Defense ,Aerospace & Defense ,Aircraft (3721),"Airports, flying fields, and services (4581)",Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,9551739,Aerospace and Defense Maintenance and Services,(Invalid Subsector ID),3721,Aircraft,Public Company,20101010,Aircraft Manufacturing (336411)
NasdaqGS:BIIB,Biogen Inc. (NasdaqGS:BIIB),Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
NYSE:MET,"MetLife, Inc. (NYSE:MET)",0,0,0,0,Financials,Insurance,Insurance,Life and Health Insurance,7212200,Health and Medical Insurance,(Invalid Subsector ID),6311,Life insurance,Public Company,40301020,0
NYSE:DHR,Danaher Corporation (NYSE:DHR),Electronic Equipment & Instruments ,Industrial Machinery ,"Measuring, analyzing, and control instruments; photographic, medical, and optical goods; and watches and clocks (3800)",General industrial machinery (3569),Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021400,Dental Care Equipment,(Invalid Subsector ID),3826,Analytical instruments,Public Company,35101010,Electromedical and Electrotherapeutic Apparatus Manufacturing (334510)
NYSE:EPD,Enterprise Products Partners L.P. (NYSE:EPD),0,0,0,0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,1033307,Natural Gas Pipelines,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102040,0
NasdaqGS:JD,"JD.com, Inc. (NasdaqGS:JD)",Internet and Direct Marketing Retail ,0,Nonstore retailers (5960),0,Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail,4422001,Online Specialty Retail,(Invalid Subsector ID),5961,Catalog and mail-order houses,Public Company,25502020,Electronic Shopping (454111)
NYSE:AIG,"American International Group, Inc. (NYSE:AIG)",0,0,0,0,Financials,Insurance,Insurance,Multi-line Insurance,0,0,(Invalid Subsector ID),6331,"Fire, marine, and casualty insurance",Public Company,40301030,0
NYSE:DUK,Duke Energy Corporation (NYSE:DUK),Real Estate Operating Companies ,0,Real estate operators (except developers) and lessors (6510),0,Utilities,Utilities,Electric Utilities,Electric Utilities,9521700,Electric Power Distribution,(Invalid Subsector ID),4931,Electric and other services combined,Public Company,55101010,Lessors of Real Estate (5311)
LSE:PRU,Prudential plc (LSE:PRU),0,0,0,0,Financials,Insurance,Insurance,Life and Health Insurance,7212200,Health and Medical Insurance,(Invalid Subsector ID),6311,Life insurance,Public Company,40301020,0
NYSE:FDX,FedEx Corporation (NYSE:FDX),Air Freight & Logistics ,Air Freight & Logistics ,Air courier services (4513),"Courier services, except by air (4215)",Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics,3211100,Air Courier Services,(Invalid Subsector ID),4513,Air courier services,Public Company,20301010,Couriers and Express Delivery Services (492110)
