tickerID,IQ_BUS_SEG_PRIMARY_PIC_ABS,IQ_BUS_SEG_SECONDARY_PIC_ABS,IQ_BUS_SEG_PRIMARY_SIC_ABS,IQ_BUS_SEG_SECONDARY_SIC_ABS,IQ_INDUSTRY_SECTOR,IQ_INDUSTRY_GROUP,IQ_INDUSTRY,IQ_PRIMARY_INDUSTRY,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_ID,IQ_PRIMARY_INDUSTRY_SUBSECTOR5_NAME,IQ_PRIMARY_INDUSTRY_SUBSECTOR6_ID,IQ_PRIMARY_SIC_CODE,IQ_PRIMARY_SIC_INDUSTRY,IQ_COMPANY_TYPE,IQ_PICS_CODE,IQ_BUS_SEG_NAIC_ABS
NasdaqGS:BIIB,Biotechnology ,Pharmaceuticals ,Biological products except diagnostic (2836),Drugs (2830),Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2836,Biological products except diagnostic,Public Company,35201010,Biological Product (except Diagnostic) Manufacturing (325414)
TSX:SU,Oil & Gas Exploration & Production ,Oil & Gas Refining & Marketing ,Crude petroleum and natural gas (1311),Petroleum refining (2911),Energy,Energy,"Oil, Gas and Consumable Fuels",Integrated Oil and Gas,0,0,(Invalid Subsector ID),2911,Petroleum refining,Public Company,10102010,Crude Petroleum and Natural Gas Extraction (211111)
NYSE:SYK,0,0,0,0,Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,9551752,Cryogenic Equipment,(Invalid Subsector ID),3842,Surgical appliances and supplies,Public Company,35101010,0
NYSE:SCHW,Investment Banking & Brokerage ,Asset Management & Custody Banks ,"Security and commodity brokers, dealers, exchanges, and services (6200)",Security and commodity services (6289),Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,7132200,Securities and Commodities Markets Services,(Invalid Subsector ID),6282,Investment advice,Public Company,40203020,Securities and Commodity Contracts Intermediation and Brokerage (5231)
NYSE:FDX,Air Freight & Logistics ,Air Freight & Logistics ,Air courier services (4513),"Courier services, except by air (4215)",Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics,3211100,Air Courier Services,(Invalid Subsector ID),4513,Air courier services,Public Company,20301010,Couriers and Express Delivery Services (492110)
NasdaqGS:TSLA,Automobile Manufacturers ,Auto Parts & Equipment ,Motor vehicles and car bodies (3711),Motor vehicle parts and accessories (3714),Consumer Discretionary,Automobiles and Components,Automobiles,Automobile Manufacturers,4021151,Light Truck and Sport Utility Vehicles (SUVs),(Invalid Subsector ID),3711,Motor vehicles and car bodies,Public Company,25102010,Light Truck and Utility Vehicle Manufacturing (336112)
NYSE:MON,Agricultural Products ,Agricultural Products ,Cash grains (110),Agricultural production-crops (100),Materials,Materials,Chemicals,Fertilizers and Agricultural Chemicals,0,0,(Invalid Subsector ID),100,Agricultural production-crops,Public Company,15101030,Oilseed and Grain Farming (1111)
NasdaqGS:FOXA,Movies & Entertainment ,Movies & Entertainment ,Motion picture and video production (7812),Motion pictures (7800),Consumer Discretionary,Media,Media,Movies and Entertainment,4313200,Entertainment Production Companies,(Invalid Subsector ID),4888,Diversified Multi-Media,Public Company,25401030,Motion Picture and Video Production (512110)
NYSE:D,Electric Utilities ,Gas Utilities ,Electric services (4911),Gas production and distribution (4920),Utilities,Utilities,Multi-Utilities,Multi-Utilities,0,0,(Invalid Subsector ID),4911,Electric services,Public Company,55103010,Electric Power Distribution (221122)
NYSE:SO,Wireless Telecommunication Services ,Wireless Telecommunication Services ,Radiotelephone communications (4812),Radiotelephone communications (4812),Utilities,Utilities,Electric Utilities,Electric Utilities,9521700,Electric Power Distribution,(Invalid Subsector ID),4911,Electric services,Public Company,55101010,Wireless Telecommunications Carriers (except Satellite) (517210)
NYSE:GM,Automobile Manufacturers ,Construction Machinery and Heavy Trucks ,Motor vehicles and car bodies (3711),Industrial trucks and tractors (3537),Consumer Discretionary,Automobiles and Components,Automobiles,Automobile Manufacturers,4021100,Passenger Motor Vehicles,(Invalid Subsector ID),3711,Motor vehicles and car bodies,Public Company,25102010,Motor Vehicle Manufacturing (3361)
NasdaqGS:REGN,0,0,0,0,Healthcare,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,0,0,(Invalid Subsector ID),2834,Pharmaceutical preparations,Public Company,35201010,0
NYSE:BK,Asset Management & Custody Banks ,0,Investment offices (6720),0,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,7132310,Investment Advice,(Invalid Subsector ID),6020,Commercial banks,Public Company,40203010,Other Financial Vehicles (525990)
NasdaqGS:YHOO,(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier),(Invalid Identifier)
NYSE:TJX,0,0,0,0,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,4441001,Off-Price Apparel Stores,(Invalid Subsector ID),5651,Family clothing stores,Public Company,25504010,0
NasdaqGS:AMAT,Semiconductor Equipment ,0,Semiconductors and related devices (3674),0,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,8211100,Semiconductor Manufacturing Machinery,(Invalid Subsector ID),3559,Special industry machinery,Public Company,45301010,Semiconductor Machinery Manufacturing (333242)
NYSE:ITW,Commodity Chemicals ,Building Products ,"Plastic material, synthetic resins, synthetic rubber, cellulose, and other manmade fibers, except glass (2820)","Screw machine products and bolts, nuts, screws, rivets, and washers (3450)",Industrials,Capital Goods,Machinery,Industrial Machinery,3072500,Food and Beverage Machinery,(Invalid Subsector ID),3560,General industrial machinery and equipment,Public Company,20106020,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing (3252)"
NasdaqGS:CSX,0,0,0,0,Industrials,Transportation,Road and Rail,Railroads,3241200,Railroad Transportation of Freight,(Invalid Subsector ID),4011,"Railroads, line-haul operating",Public Company,20304010,0
NYSE:RTN,Aerospace & Defense ,Aerospace & Defense ,"Airports, flying fields, and services (4581)",Aircraft parts and equipment  (3728),Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,9551739,Aerospace and Defense Maintenance and Services,(Invalid Subsector ID),3812,Search and navigation equipment,Public Company,20101010,Other Support Activities for Air Transportation (488190)
NYSE:ANTM,Life & Health Insurance ,Managed Health Care ,Hospital and medical service plans (6324),Offices of health practitioners (8049),Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Managed Healthcare,0,0,(Invalid Subsector ID),6324,Hospital and medical service plans,Public Company,35102030,Direct Health and Medical Insurance Carriers (524114)
NYSE:AET,0,0,0,0,Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Managed Healthcare,0,0,(Invalid Subsector ID),6324,Hospital and medical service plans,Public Company,35102030,0
NYSE:OXY,0,0,0,0,Energy,Energy,"Oil, Gas and Consumable Fuels",Integrated Oil and Gas,0,0,(Invalid Subsector ID),1311,Crude petroleum and natural gas,Public Company,10102010,0
NYSE:LVS,Casinos & Gaming ,Restaurants ,Amusement and recreation (7999),Eating places (5812),Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Casinos and Gaming,4211100,Casinos,(Invalid Subsector ID),7990,Miscellaneous amusement and recreation services,Public Company,25301010,Casinos (except Casino Hotels) (713210)
NYSE:KMB,Personal Products ,Personal Products ,Manufacturing industries  (3999),Manufacturing industries  (3999),Consumer Staples,Household and Personal Products,Household Products,Household Products,5211100,Cleaning Products,(Invalid Subsector ID),2621,Paper mills,Public Company,30301010,All Other Miscellaneous Manufacturing (339999)
TSX:BMO,0,0,0,0,Financials,Banks,Banks,Diversified Banks,0,0,(Invalid Subsector ID),6020,Commercial banks,Public Company,40101010,0
NYSE:PRU,Life & Health Insurance ,Investment Banking & Brokerage ,Life insurance (6311),Security brokers and dealers (6211),Financials,Insurance,Insurance,Life and Health Insurance,7212100,Life Insurance,(Invalid Subsector ID),6311,Life insurance,Public Company,40301020,Direct Life Insurance Carriers (524113)
NasdaqGS:ADP,Human Resource & Employment Services ,Human Resource & Employment Services ,"Accounting, auditing, and bookkeeping (8721)",Help supply services (7363),Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,8032100,Infrastructure Services,(Invalid Subsector ID),7374,Data processing and preparation,Public Company,45102020,Payroll Services (541214)
NYSE:F,Automobile Manufacturers ,Auto Parts & Equipment ,Motor vehicles and car bodies (3711),Motor vehicle parts and accessories (3714),Consumer Discretionary,Automobiles and Components,Automobiles,Automobile Manufacturers,4021151,Light Truck and Sport Utility Vehicles (SUVs),(Invalid Subsector ID),3711,Motor vehicles and car bodies,Public Company,25102010,Motor Vehicle Manufacturing (3361)
NYSE:KMI,Oil & Gas Storage & Transportation ,Oil & Gas Storage & Transportation ,"Pipelines, except natural gas (4610)","Pipelines, except natural gas (4610)",Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,1033307,Natural Gas Pipelines,(Invalid Subsector ID),4923,Gas transmission and distribution,Public Company,10102040,Pipeline Transportation of Refined Petroleum Products (486910)
NYSE:NOC,Aerospace & Defense ,Security & Alarm Services ,Guided missiles and space vehicles (3761),Miscellaneous business services (7380),Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,9551739,Aerospace and Defense Maintenance and Services,(Invalid Subsector ID),3812,Search and navigation equipment,Public Company,20101010,Guided Missile and Space Vehicle Manufacturing (336414)
NasdaqGS:ATVI,Home Entertainment Software ,Casinos & Gaming ,Prepackaged software (7372),Miscellaneous amusement and recreation services (7990),Information Technology,Software and Services,Software,Home Entertainment Software,8043200,Entertainment Software,(Invalid Subsector ID),7372,Prepackaged software,Public Company,45103030,Software Publishers (511210)
NYSE:BDX,Life Sciences Tools & Services ,Healthcare Services ,Analytical instruments (3826),Health and allied services (8099),Healthcare,Healthcare Equipment and Services,Healthcare Equipment and Supplies,Healthcare Equipment,6021100,Medical Equipment,(Invalid Subsector ID),3841,Surgical and medical instruments,Public Company,35101010,Analytical Laboratory Instrument Manufacturing (334516)
NYSE:HAL,Oil & Gas Equipment & Services ,Oil & Gas Equipment & Services ,Oil and gas field services (1380),Oil and gas field machinery (3533),Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,1022200,Oil and Gas Field Services,(Invalid Subsector ID),1389,Oil and gas field services,Public Company,10101020,Support Activities for Oil and Gas Operations (213112)
NYSE:CI,Managed Health Care ,Property & Casualty Insurance ,Offices of health practitioners (8049),"Fire, marine, and casualty insurance (6331)",Healthcare,Healthcare Equipment and Services,Healthcare Providers and Services,Managed Healthcare,0,0,(Invalid Subsector ID),6324,Hospital and medical service plans,Public Company,35102030,Offices of All Other Miscellaneous Health Practitioners (621399)
NYSE:PSX,Oil & Gas Refining & Marketing ,0,Petroleum refining (2911),0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing,1033100,Oil and Gas Refining and Marketing,(Invalid Subsector ID),2911,Petroleum refining,Public Company,10102030,Petroleum Refineries (324110)
TSX:TRP,0,0,0,0,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,1033307,Natural Gas Pipelines,(Invalid Subsector ID),4922,Natural gas transmission,Public Company,10102040,0
TSX:BCE,Integrated Telecommunication Services ,IT Consulting & Other Services ,"Telephone communications, except radio (4813)",Computer related services (7379),Telecommunication Services,Telecommunication Services,Diversified Telecommunication Services,Integrated Telecommunication Services,9022200,Local Telecommunications Services,(Invalid Subsector ID),4813,"Telephone communications, except radio",Public Company,50101020,Wired Telecommunications Carriers (517110)
NasdaqGS:CME,Investment Banking & Brokerage ,Consumer Finance ,"Security and commodity brokers, dealers, exchanges, and services (6200)",Functions related to deposit banking (6099),Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,7132230,Security and Commodity Exchanges,(Invalid Subsector ID),6200,"Security and commodity brokers, dealers, exchanges, and services",Public Company,40203040,Securities and Commodity Contracts Intermediation and Brokerage (5231)
NasdaqGS:MAR,"Hotels, Resorts & Cruise Lines ",Real Estate Operating Companies ,"Hotels, rooming houses, camps, and other lodging places (7000)",Real estate operators (except developers) and lessors (6510),Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines",4212100,Lodging,(Invalid Subsector ID),7011,Hotels and motels,Public Company,25301020,Accommodation (721)
NasdaqGS:CTSH,IT Consulting & Other Services ,0,Computer related services (7379),0,Information Technology,Software and Services,IT Services,IT Consulting and Other Services,8031100,Information Technology (IT) Consulting,(Invalid Subsector ID),7370,"Computer programming, data processing, and other computer related services",Public Company,45102010,Computer Systems Design and Related Services (5415)
NYSE:DE,0,0,0,0,Industrials,Capital Goods,Machinery,Agricultural and Farm Machinery,3071200,Agricultural Machinery and Equipment,(Invalid Subsector ID),3523,Farm machinery and equipment,Public Company,20106015,0
NYSE:COF,Consumer Finance ,Specialized Finance ,Personal credit institutions (6141),Business credit institutions (6150),Financials,Diversified Financials,Consumer Finance,Consumer Finance,0,0,(Invalid Subsector ID),6141,Personal credit institutions,Public Company,40202010,Nondepository Credit Intermediation (5222)
NYSE:MMC,Research & Consulting Services ,Human Resource & Employment Services ,Management and public relations services (8740),Help supply services (7363),Financials,Insurance,Insurance,Insurance Brokers,0,0,(Invalid Subsector ID),6411,"Insurance agents, brokers, and service",Public Company,40301010,"Management, Scientific, and Technical Consulting Services (5416)"
NYSE:EMR,Electronic Equipment & Instruments ,Industrial Machinery ,"Measuring, analyzing, and control instruments; photographic, medical, and optical goods; and watches and clocks (3800)",General industrial machinery and equipment (3560),Industrials,Capital Goods,Electrical Equipment,Electrical Components and Equipment,0,0,(Invalid Subsector ID),3600,"Electronic and other electrical equipment and components, except computing equipment",Public Company,20104010,Electromedical and Electrotherapeutic Apparatus Manufacturing (334510)
